row,energy_gray,static_noise_gray,snr,consistency,in_chosen_band,in_incumbent_band
150,33.767,1.203,28.063,0.909,0,0
151,35.34,1.284,27.532,0.909,0,0
152,35.008,1.226,28.554,0.909,0,0
153,34.414,1.279,26.91,0.909,0,0
154,33.947,1.28,26.516,0.909,0,0
155,34.008,1.308,26.001,0.909,0,0
156,33.794,1.378,24.519,0.909,0,0
157,34.036,1.46,23.318,0.909,0,0
158,34.452,1.502,22.941,0.909,0,0
159,34.998,1.476,23.709,0.909,0,0
160,35.324,1.346,26.238,0.909,0,0
161,35.796,1.255,28.532,0.909,0,0
162,36.706,1.222,30.028,0.909,0,0
163,36.435,1.306,27.888,1.0,0,0
164,37.861,1.136,33.341,1.0,0,0
165,39.937,1.132,35.276,1.0,0,0
166,40.952,1.093,37.457,1.0,0,0
167,40.788,1.08,37.751,1.0,0,0
168,40.834,1.09,37.47,1.0,0,0
169,42.252,1.098,38.49,1.0,0,0
170,40.429,1.126,35.897,1.0,0,0
171,39.271,1.136,34.579,1.0,0,0
172,39.527,1.03,38.367,1.0,0,0
173,40.284,1.065,37.838,1.0,0,0
174,39.868,1.058,37.685,1.0,0,0
175,40.433,1.096,36.877,1.0,0,0
176,41.231,1.095,37.649,1.0,0,0
177,42.082,1.09,38.611,1.0,0,0
178,43.113,1.101,39.15,1.0,0,0
179,42.359,1.141,37.118,1.0,0,0
180,43.221,1.079,40.048,1.0,0,0
181,42.716,1.102,38.75,1.0,0,0
182,43.055,1.069,40.26,1.0,0,0
183,42.975,1.037,41.44,1.0,0,0
184,43.2,1.007,42.895,1.0,0,0
185,43.118,0.974,43.118,1.0,0,0
186,43.605,1.0,43.605,1.0,0,0
187,44.292,1.027,43.107,1.0,0,0
188,43.693,1.019,42.881,1.0,0,0
189,44.395,1.048,42.347,1.0,0,0
190,44.616,1.083,41.199,1.0,0,0
191,45.971,1.054,43.615,1.0,0,0
192,45.739,1.004,45.562,1.0,0,0
193,45.225,0.963,45.225,1.0,0,0
194,45.861,0.968,45.861,1.0,0,0
195,45.122,0.996,45.122,1.0,0,0
196,45.569,0.96,45.569,1.0,0,0
197,44.975,0.953,44.975,1.0,0,0
198,44.761,0.945,44.761,1.0,0,0
199,44.973,0.986,44.973,1.0,0,0
200,46.2,0.988,46.2,1.0,0,0
201,45.765,0.992,45.765,1.0,0,0
202,46.359,1.035,44.804,1.0,0,0
203,46.361,1.038,44.681,1.0,0,0
204,46.918,1.07,43.867,1.0,0,0
205,47.807,1.094,43.693,1.0,0,0
206,47.607,1.083,43.968,1.0,0,0
207,48.061,1.099,43.712,1.0,0,0
208,48.153,1.048,45.951,1.0,0,0
209,48.162,1.071,44.966,1.0,0,0
210,48.298,1.084,44.551,1.0,0,0
211,48.345,1.118,43.256,1.0,0,0
212,48.807,1.099,44.408,1.0,0,0
213,48.939,1.067,45.851,1.0,0,0
214,48.351,1.087,44.486,1.0,0,0
215,49.029,1.124,43.612,1.0,0,0
216,48.561,1.135,42.787,1.0,0,0
217,50.097,1.122,44.661,1.0,0,0
218,48.55,1.131,42.92,1.0,0,0
219,48.485,1.175,41.254,1.0,0,0
220,49.197,1.21,40.656,1.0,0,0
221,47.574,1.169,40.681,1.0,0,0
222,48.626,1.156,42.077,1.0,0,0
223,50.074,1.155,43.345,1.0,0,0
224,50.242,1.152,43.596,1.0,0,0
225,48.813,1.161,42.059,1.0,0,0
226,49.775,1.164,42.757,1.0,0,0
227,48.7,1.221,39.877,1.0,0,0
228,48.876,1.156,42.286,1.0,0,0
229,48.792,1.219,40.01,1.0,0,0
230,48.452,1.213,39.929,1.0,0,0
231,49.036,1.222,40.116,1.0,0,0
232,47.355,1.253,37.797,1.0,0,0
233,47.061,1.252,37.591,1.0,0,0
234,48.529,1.247,38.919,1.0,0,0
235,46.737,1.263,36.997,1.0,0,0
236,46.63,1.237,37.683,1.0,0,0
237,46.788,1.247,37.533,1.0,0,0
238,46.67,1.24,37.645,1.0,0,0
239,46.708,1.201,38.904,1.0,0,0
240,45.477,1.05,43.305,1.0,0,0
241,46.55,1.028,45.278,1.0,0,0
242,45.229,0.987,45.229,1.0,0,0
243,45.811,1.028,44.553,1.0,0,0
244,45.655,0.992,45.655,1.0,0,0
245,43.424,0.974,43.424,1.0,0,0
246,44.92,0.953,44.92,1.0,0,0
247,42.63,0.957,42.63,1.0,0,0
248,42.937,0.96,42.937,1.0,0,0
249,41.996,0.969,41.996,1.0,0,0
250,42.611,1.005,42.383,1.0,0,0
251,41.492,1.02,40.692,1.0,0,0
252,41.641,1.014,41.051,1.0,0,0
253,40.952,1.025,39.934,1.0,0,0
254,39.941,1.029,38.815,1.0,0,0
255,39.269,1.002,39.187,1.0,0,0
256,40.758,0.934,40.758,1.0,0,0
257,39.387,0.933,39.387,1.0,0,0
258,40.563,0.917,40.563,1.0,0,0
259,39.225,0.9,39.225,1.0,0,0
260,37.901,0.859,37.901,1.0,0,0
261,37.567,0.844,37.567,1.0,0,0
262,37.515,0.815,37.515,1.0,0,0
263,35.868,0.854,35.868,1.0,0,0
264,35.737,0.823,35.737,1.0,0,0
265,34.645,0.819,34.645,1.0,0,0
266,35.191,0.842,35.191,1.0,0,0
267,34.987,0.865,34.987,1.0,0,0
268,35.113,0.915,35.113,1.0,0,0
269,33.914,0.971,33.914,1.0,0,0
270,34.805,0.941,34.805,1.0,0,0
271,34.859,0.92,34.859,1.0,0,0
272,34.032,0.877,34.032,1.0,0,0
273,34.252,0.88,34.252,1.0,0,0
274,35.313,0.873,35.313,1.0,0,0
275,33.074,0.87,33.074,1.0,0,0
276,32.721,0.837,32.721,1.0,0,0
277,30.044,0.825,30.044,1.0,0,0
278,30.349,0.836,30.349,1.0,0,0
279,30.048,0.838,30.048,1.0,0,0
280,28.899,0.85,28.899,1.0,0,0
281,27.464,0.859,27.464,1.0,0,0
282,25.286,0.894,25.286,1.0,0,0
283,26.006,0.931,26.006,1.0,0,0
284,25.794,0.907,25.794,1.0,0,0
285,25.901,0.942,25.901,1.0,0,0
286,26.032,0.962,26.032,1.0,0,0
287,26.004,0.989,26.004,1.0,0,0
288,27.067,0.975,27.067,1.0,0,0
289,26.412,1.015,26.024,1.0,0,0
290,26.069,1.018,25.597,1.0,0,0
291,26.981,0.983,26.981,1.0,0,0
292,26.628,1.031,25.821,1.0,0,0
293,26.605,1.022,26.031,1.0,0,0
294,26.013,1.015,25.623,1.0,0,0
295,25.645,1.097,23.379,1.0,0,0
296,26.55,1.152,23.05,1.0,0,0
297,25.292,1.128,22.426,1.0,0,0
298,26.193,1.172,22.357,1.0,0,0
299,24.775,1.231,20.125,1.0,0,0
300,25.134,1.258,19.986,1.0,0,0
301,26.197,1.337,19.592,1.0,0,0
302,25.731,1.294,19.892,1.0,0,0
303,25.212,1.296,19.447,1.0,0,0
304,25.321,1.373,18.449,1.0,0,0
305,26.063,1.417,18.387,1.0,0,0
306,25.401,1.456,17.45,1.0,0,0
307,24.685,1.434,17.21,1.0,0,0
308,24.361,1.459,16.697,1.0,0,0
309,23.851,1.45,16.445,1.0,0,0
310,23.916,1.408,16.99,1.0,0,0
311,22.987,1.527,15.053,1.0,0,0
312,22.689,1.485,15.278,1.0,0,0
313,21.334,1.514,14.091,1.0,0,0
314,21.655,1.512,14.319,1.0,0,0
315,20.979,1.564,13.418,1.0,0,0
316,21.527,1.538,14.001,1.0,0,0
317,20.202,1.615,12.509,1.0,0,0
318,20.183,1.564,12.901,1.0,0,0
319,20.857,1.488,14.012,1.0,0,0
320,20.569,1.487,13.83,1.0,0,0
321,21.286,1.575,13.518,1.0,0,0
322,20.807,1.497,13.899,1.0,0,0
323,19.702,1.563,12.608,1.0,0,0
324,20.676,1.58,13.085,1.0,0,0
325,20.695,1.579,13.108,1.0,0,0
326,19.529,1.553,12.579,1.0,0,0
327,19.653,1.548,12.696,1.0,0,0
328,19.561,1.591,12.292,1.0,0,0
329,19.462,1.655,11.76,1.0,0,0
330,19.204,1.658,11.581,1.0,0,0
331,19.345,1.75,11.054,1.0,0,0
332,18.985,1.696,11.195,1.0,0,0
333,18.429,1.606,11.472,1.0,0,0
334,18.517,1.629,11.368,1.0,0,0
335,17.96,1.601,11.215,1.0,0,0
336,17.384,1.636,10.624,1.0,0,0
337,17.685,1.716,10.306,1.0,0,0
338,17.324,1.695,10.219,0.909,0,0
339,16.567,1.697,9.764,0.909,0,0
340,16.132,1.699,9.493,0.909,0,0
341,15.607,1.735,8.993,0.909,0,0
342,16.229,1.696,9.567,0.909,0,0
343,16.063,1.807,8.89,0.909,0,0
344,17.332,1.829,9.477,0.909,0,0
345,17.011,1.911,8.903,0.909,0,0
346,17.964,1.936,9.279,0.909,0,0
347,17.282,1.92,9.0,0.909,0,0
348,16.765,2.012,8.333,0.909,0,0
349,17.496,2.042,8.566,0.727,0,0
350,18.866,2.015,9.363,0.909,0,0
351,18.626,1.783,10.444,0.727,0,0
352,17.655,1.918,9.204,1.0,0,0
353,17.246,1.999,8.628,0.909,0,0
354,17.258,1.953,8.837,0.909,0,0
355,17.05,2.005,8.503,0.909,0,0
356,17.122,1.955,8.758,0.818,0,0
357,17.13,1.9,9.018,0.909,0,0
358,18.025,1.996,9.031,0.909,0,0
359,17.513,1.996,8.775,0.818,0,0
360,17.676,1.955,9.042,0.818,0,0
361,18.147,1.974,9.191,0.818,0,0
362,17.284,2.05,8.431,0.818,0,0
363,17.462,1.98,8.818,0.818,0,0
364,17.288,1.893,9.133,0.818,0,0
365,17.527,1.819,9.634,0.818,0,0
366,17.618,1.883,9.355,0.818,0,0
367,17.292,1.901,9.095,0.818,0,0
368,17.784,2.011,8.844,0.727,0,0
369,17.826,2.051,8.692,0.818,0,0
370,17.929,1.976,9.072,0.727,0,0
371,17.351,1.971,8.803,0.727,0,0
372,17.311,1.967,8.799,0.727,0,0
373,16.882,2.041,8.272,0.727,0,0
374,16.202,1.945,8.331,0.727,0,0
375,16.649,2.058,8.091,0.727,0,0
376,16.216,2.18,7.439,0.727,0,0
377,15.662,2.16,7.25,0.727,0,0
378,15.008,2.166,6.928,0.727,0,0
379,13.929,2.109,6.606,0.636,0,0
380,13.239,2.254,5.873,0.636,0,0
381,13.416,2.26,5.935,0.636,0,0
382,12.555,2.293,5.474,0.545,0,0
383,11.754,2.142,5.487,0.545,0,0
384,10.985,2.145,5.122,0.636,0,0
385,11.626,2.182,5.328,0.727,0,0
386,11.66,2.085,5.592,0.727,0,0
387,11.447,2.144,5.339,0.636,0,0
388,11.395,2.232,5.106,0.727,0,0
389,10.496,2.109,4.976,0.909,0,0
390,10.3,2.19,4.704,0.818,0,0
391,9.847,2.175,4.527,0.909,0,0
392,9.195,2.246,4.093,0.909,0,0
393,8.924,2.122,4.206,0.909,0,0
394,8.697,2.253,3.86,0.909,0,0
395,8.641,2.157,4.007,0.909,0,0
396,8.584,2.134,4.023,0.909,0,0
397,8.58,2.065,4.154,0.909,0,0
398,8.859,2.056,4.309,0.909,0,0
399,9.294,2.046,4.542,0.909,0,0
400,9.21,1.989,4.631,0.909,0,0
401,8.929,1.958,4.56,0.909,0,0
402,8.973,1.919,4.675,0.909,0,0
403,9.181,1.932,4.751,0.909,0,0
404,9.189,1.904,4.827,0.909,0,0
405,9.334,1.944,4.802,0.909,0,0
406,9.248,1.911,4.839,0.909,0,0
407,9.366,1.998,4.688,0.909,0,0
408,10.553,2.052,5.143,0.909,0,0
409,10.09,2.104,4.795,0.909,0,0
410,10.122,2.116,4.783,0.909,0,0
411,10.176,2.108,4.828,0.909,0,0
412,10.67,2.101,5.079,0.909,0,0
413,10.172,1.989,5.113,0.909,0,0
414,10.025,2.111,4.75,0.909,0,0
415,10.099,2.146,4.706,0.909,0,0
416,10.632,2.133,4.984,0.909,0,0
417,11.139,2.075,5.368,0.909,0,0
418,11.088,2.05,5.408,0.909,0,0
419,11.12,2.024,5.494,0.909,0,0
420,11.334,1.948,5.817,0.909,0,0
421,10.733,2.013,5.333,0.909,0,0
422,10.979,1.966,5.584,0.909,0,0
423,11.153,1.914,5.827,0.909,0,0
424,11.309,1.961,5.767,0.909,0,0
425,11.433,1.982,5.769,0.909,0,0
426,11.246,1.948,5.773,0.909,0,0
427,11.609,1.987,5.842,0.909,0,0
428,11.889,1.881,6.32,0.909,0,0
429,11.817,1.864,6.34,0.909,0,0
430,12.12,1.821,6.657,0.909,0,0
431,12.328,1.919,6.424,0.909,0,0
432,12.515,1.935,6.466,0.909,0,0
433,12.878,1.996,6.453,0.909,0,0
434,12.618,1.919,6.576,0.909,0,0
435,12.015,1.978,6.074,0.909,0,0
436,12.197,1.867,6.533,0.818,0,0
437,12.567,1.867,6.731,0.636,0,0
438,12.336,1.805,6.835,0.636,0,0
439,12.258,1.834,6.684,0.636,0,0
440,12.626,1.786,7.07,0.727,0,0
441,12.08,1.765,6.843,0.727,0,0
442,11.935,1.761,6.777,0.727,0,0
443,11.792,1.797,6.563,0.818,0,0
444,11.624,1.716,6.775,0.727,0,0
445,11.366,1.811,6.275,0.727,0,0
446,11.498,1.853,6.205,0.727,0,0
447,11.401,1.966,5.799,0.727,0,0
448,11.353,2.062,5.507,0.818,0,0
449,11.2,2.092,5.354,0.727,0,0
450,10.893,2.025,5.379,0.727,0,0
451,10.074,2.01,5.011,0.909,0,0
452,10.275,1.908,5.386,0.909,0,0
453,10.155,1.858,5.466,0.909,0,0
454,9.622,1.822,5.28,0.909,0,0
455,9.239,1.796,5.143,0.909,0,0
456,9.137,1.805,5.062,0.909,0,0
457,9.174,1.816,5.051,0.909,0,0
458,9.082,1.795,5.059,0.909,0,0
459,9.036,1.791,5.044,0.909,0,0
460,9.12,1.748,5.218,0.909,0,0
461,9.109,1.774,5.134,0.909,0,0
462,8.998,1.74,5.172,0.909,0,0
463,9.122,1.81,5.04,0.909,0,0
464,9.046,1.834,4.932,0.909,0,0
465,9.063,1.783,5.082,0.909,0,0
466,8.929,1.769,5.047,0.909,0,0
467,8.803,1.873,4.7,0.909,0,0
468,8.861,1.757,5.042,0.909,0,0
469,8.527,1.722,4.953,0.909,0,0
470,8.355,1.706,4.898,0.909,0,0
471,8.561,1.739,4.923,0.909,0,0
472,8.84,1.863,4.745,0.909,0,0
473,8.319,1.85,4.498,0.909,0,0
474,8.75,1.859,4.707,0.909,0,0
475,8.481,1.871,4.533,0.909,0,0
476,8.981,1.861,4.825,0.909,0,0
477,8.803,1.789,4.919,0.909,0,0
478,8.521,1.81,4.707,0.909,0,0
479,7.889,1.816,4.343,0.909,0,0
480,8.118,1.825,4.447,0.909,0,0
481,8.408,1.794,4.687,0.909,0,0
482,8.307,1.766,4.703,0.909,0,0
483,7.83,1.76,4.449,0.909,0,0
484,8.084,1.875,4.311,0.909,0,0
485,7.891,1.855,4.254,0.909,0,0
486,7.845,1.789,4.385,0.909,0,0
487,8.059,1.772,4.549,0.909,0,0
488,7.922,1.67,4.744,0.909,0,0
489,7.905,1.647,4.799,0.909,0,0
490,7.874,1.587,4.962,0.909,0,0
491,7.88,1.642,4.798,0.909,0,0
492,7.454,1.683,4.428,0.909,0,0
493,7.155,1.677,4.267,0.909,0,0
494,7.134,1.636,4.362,0.909,0,0
495,7.176,1.688,4.25,0.909,0,0
496,7.714,1.627,4.742,0.909,0,0
497,7.515,1.617,4.646,0.909,0,0
498,7.122,1.628,4.376,0.909,0,0
499,7.193,1.731,4.155,0.909,0,0
500,7.013,1.681,4.172,0.909,0,0
501,7.04,1.613,4.366,0.909,0,0
502,6.945,1.655,4.196,0.909,0,0
503,7.109,1.602,4.439,0.909,0,0
504,6.863,1.54,4.458,0.909,0,0
505,6.405,1.557,4.115,0.909,0,0
506,6.742,1.538,4.383,0.909,0,0
507,6.624,1.554,4.264,0.909,0,0
508,6.441,1.531,4.207,0.909,0,0
509,6.374,1.542,4.134,0.909,0,0
510,6.191,1.598,3.874,0.909,0,0
511,6.067,1.689,3.592,0.909,0,0
512,6.027,1.555,3.875,0.909,0,0
513,6.124,1.457,4.204,0.909,0,0
514,5.895,1.341,4.396,0.909,0,0
515,5.912,1.398,4.227,0.909,0,0
516,5.706,1.255,4.546,0.909,0,0
517,5.761,1.207,4.772,0.909,0,0
518,5.521,1.189,4.645,0.909,0,0
519,5.378,1.238,4.344,0.909,0,0
520,5.534,1.24,4.463,0.909,0,0
521,5.567,1.235,4.508,0.909,0,0
522,5.821,1.2,4.852,0.909,0,0
523,5.45,1.208,4.51,0.909,0,0
524,5.218,1.202,4.341,0.909,0,0
525,5.408,1.208,4.476,0.818,0,0
526,5.59,1.16,4.818,0.909,0,0
527,5.771,1.229,4.696,0.909,0,0
528,5.647,1.292,4.372,0.818,0,0
529,5.271,1.188,4.439,0.818,0,0
530,5.279,1.154,4.575,0.818,0,0
531,5.143,1.193,4.313,0.818,0,0
532,5.168,1.238,4.174,0.818,0,0
533,5.0,1.222,4.093,0.818,0,0
534,5.084,1.25,4.066,0.818,0,0
535,5.124,1.257,4.077,0.818,0,0
536,5.107,1.214,4.207,0.818,0,0
537,5.145,1.145,4.493,0.818,0,0
538,5.149,1.132,4.549,0.818,0,0
539,5.166,1.178,4.384,0.818,0,0
540,5.118,1.158,4.42,0.818,0,0
541,4.931,1.152,4.28,0.818,0,0
542,4.761,1.112,4.279,0.818,0,0
543,4.536,1.123,4.039,0.818,0,0
544,4.456,1.135,3.924,0.818,0,0
545,4.426,1.112,3.981,0.818,0,0
546,4.313,1.099,3.924,0.818,0,0
547,4.319,1.132,3.816,0.818,0,0
548,4.454,1.178,3.781,0.818,0,0
549,4.218,1.206,3.496,0.818,0,0
550,4.214,1.129,3.734,0.818,0,0
551,4.034,1.182,3.413,0.818,0,0
552,4.057,1.121,3.619,0.818,0,0
553,3.941,1.097,3.592,0.818,0,0
554,3.67,1.059,3.465,0.818,0,0
555,4.137,1.113,3.716,0.818,0,0
556,4.155,1.088,3.818,0.818,0,0
557,4.313,1.14,3.784,0.818,0,0
558,4.202,1.125,3.734,0.818,0,0
559,4.384,1.176,3.728,0.818,0,0
560,4.208,1.236,3.405,0.818,0,0
561,4.63,1.267,3.654,0.818,0,0
562,4.466,1.217,3.669,0.818,0,0
563,4.378,1.217,3.596,0.818,0,0
564,4.412,1.186,3.721,0.818,0,0
565,4.475,1.198,3.735,0.818,0,0
566,4.426,1.189,3.721,0.818,0,0
567,4.286,1.265,3.389,0.818,0,0
568,4.441,1.305,3.403,0.818,0,0
569,4.532,1.252,3.62,0.818,0,0
570,4.485,1.228,3.652,0.818,0,0
571,4.607,1.25,3.685,0.818,0,0
572,4.555,1.241,3.669,0.818,0,0
573,4.489,1.238,3.628,0.818,0,0
574,4.122,1.247,3.306,0.818,0,0
575,4.214,1.414,2.981,0.818,0,0
